start_station_name,start_station_id,start_lat,start_lng,end_station_name,end_station_id,end_lat,end_lng,trip_count
City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,Brunswick St,JC023,40.7241765,-74.0506564,11
Grove St PATH,JC115,40.71941,-74.04309,Oakland Ave,JC022,40.7376037,-74.0524783,11
Columbus Drive,JC014,40.71835519823214,-74.03891444206238,Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,11
Riverview Park,JC057,40.7443187,-74.0439909,Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,11
Riverview Park,JC057,40.7443187,-74.0439909,Brunswick St,JC023,40.7241765,-74.0506564,11
Bergen Ave & Stegman St,JC108,40.70657545063453,-74.0867006778717,City Hall,JC003,40.7177325,-74.043845,11
Newport Pkwy,JC008,40.7287448,-74.0321082,Adams St & 12 St,HB610,40.751889392240685,-74.03329162748534,11
Brunswick St,JC023,40.7241765,-74.0506564,Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,11
South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,Columbus Drive,JC014,40.71835519823214,-74.03891444206238,11
Astor Place,JC077,40.71928220070702,-74.07126188278198,Van Vorst Park,JC035,40.71848892,-74.047726625,11
McGinley Square,JC055,40.7253399253558,-74.06762212514877,Dey St,JC065,40.737711,-74.066921,11
Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,Bloomfield St & 15 St,HB203,40.75453,-74.02658,11
Washington St,JC098,40.7242941,-74.0354826,Van Vorst Park,JC035,40.71848892,-74.047726625,11
Washington St,JC098,40.7242941,-74.0354826,Lafayette Park,JC078,40.71346382669195,-74.06285852193832,11
Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,Oakland Ave,JC022,40.7376037,-74.0524783,11
Adams St & 12 St,HB610,40.751889392240685,-74.03329162748534,Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,11
Journal Square,JC103,40.73367,-74.0625,Grove St PATH,JC115,40.71941,-74.04309,11
5 Corners Library,JC018,40.73496102000952,-74.0595030784607,Bergen Ave,JC095,40.722103786686034,-74.07145500183105,11
River St & 1 St,HB609,40.73721535335381,-74.02886540972803,Warren St,JC006,40.7211236,-74.03805095,11
Baldwin at Montgomery,JC020,40.7236589,-74.0641943,York St & Marin Blvd,JC097,40.716615000830494,-74.0424120426178,11
Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,Heights Elevator,JC059,40.74871594538023,-74.04044330120087,11
Brunswick St,JC023,40.7241765,-74.0506564,Jersey & 6th St,JC027,40.72528910781132,-74.04557168483734,11
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Newark Ave,JC032,40.72152515,-74.046304543,11
Harborside,JC104,40.7192517,-74.034234,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,11
12 St & Sinatra Dr N,HB201,40.75060414236896,-74.02402013540268,Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,11
Exchange Pl,JC116,40.71636596185077,-74.034343957901,Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,11
Brunswick St,JC023,40.7241765,-74.0506564,Riverview Park,JC057,40.7443187,-74.0439909,11
Bloomfield St & 15 St,HB203,40.75453,-74.02658,Madison St & 10 St,HB503,40.74994325412246,-74.03586477041245,11
Montgomery St,JC099,40.71942,-74.05099,Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,11
Columbus Drive,JC014,40.71835519823214,-74.03891444206238,Journal Square,JC103,40.73367,-74.0625,11
Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,11
Monroe St & 11 St,HB508,40.7501091128573,-74.036636745998,Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,11
Grand St & 14 St,HB506,40.75409,-74.0316,Riverview Park,JC057,40.7443187,-74.0439909,11
Morris Canal,JC072,40.7124188237569,-74.03852552175522,York St & Marin Blvd,JC097,40.716615000830494,-74.0424120426178,11
Oakland Ave,JC022,40.7376037,-74.0524783,Dey St,JC065,40.737711,-74.066921,11
Jersey & 3rd,JC074,40.72333158646436,-74.04595255851744,Exchange Pl,JC116,40.71636596185077,-74.034343957901,11
Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,6 St & Grand St,HB302,40.7443978330956,-74.03450086712837,11
Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,McGinley Square,JC055,40.7253399253558,-74.06762212514877,11
Oakland Ave,JC022,40.7376037,-74.0524783,4 St & River St,HB611,40.7408139,-74.0274062,11
Leonard Gordon Park,JC080,40.74590996631558,-74.0572714805603,Heights Elevator,JC059,40.74871594538023,-74.04044330120087,11
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Manila & 1st,JC082,40.72165072487999,-74.04288411140442,10
Riverview Park,JC057,40.7443187,-74.0439909,Willow Ave & 12 St,HB505,40.7518674823282,-74.03037697076797,10
Jersey & 6th St,JC027,40.72528910781132,-74.04557168483734,JC Medical Center,JC110,40.71539114317,-74.04969155788422,10
Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,Newport PATH,JC066,40.7272235,-74.0337589,10
Dixon Mills,JC076,40.721630142638354,-74.04996782541275,Grand St,JC102,40.71517767732029,-74.03768330812454,10
2 St & Park Ave,HB608,40.73915272763701,-74.0330819785595,4 St & River St,HB611,40.7408139,-74.0274062,10
Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,10
Dixon Mills,JC076,40.721630142638354,-74.04996782541275,Jersey & 3rd,JC074,40.72333158646436,-74.04595255851744,10
Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,Harborside,JC104,40.7192517,-74.034234,10
Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,Grove St PATH,JC115,40.71941,-74.04309,10
Madison St & 10 St,HB503,40.74994325412246,-74.03586477041245,City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,10
Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,Grove St PATH,JC115,40.71941,-74.04309,10
Monmouth and 6th,JC075,40.72568548362901,-74.04879033565521,Newark Ave,JC032,40.72152515,-74.046304543,10
Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,Van Vorst Park,JC035,40.71848892,-74.047726625,10
Pershing Field,JC024,40.742677141,-74.051788633,Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,10
Hilltop,JC019,40.7311689,-74.0575736,Baldwin at Montgomery,JC020,40.7236589,-74.0641943,10
Heights Elevator,JC059,40.74871594538023,-74.04044330120087,Oakland Ave,JC022,40.7376037,-74.0524783,10
Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,Exchange Pl,JC116,40.71636596185077,-74.034343957901,10
Astor Place,JC077,40.71928220070702,-74.07126188278198,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,10
River St & 1 St,HB609,40.73721535335381,-74.02886540972803,Heights Elevator,JC059,40.74871594538023,-74.04044330120087,10
River St & 1 St,HB609,40.73721535335381,-74.02886540972803,Hilltop,JC019,40.7311689,-74.0575736,10
Communipaw & Berry Lane,JC084,40.71435836870427,-74.06661093235016,Paulus Hook,JC002,40.7141454,-74.0335519,10
14 St Ferry - 14 St & Shipyard Ln,HB202,40.75296063046496,-74.02435272932053,Washington St,JC098,40.7242941,-74.0354826,10
Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,Leonard Gordon Park,JC080,40.74590996631558,-74.0572714805603,10
River St & 1 St,HB609,40.73721535335381,-74.02886540972803,Grove St PATH,JC115,40.71941,-74.04309,10
Grand St,JC102,40.71517767732029,-74.03768330812454,South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,10
Grove St PATH,JC115,40.71941,-74.04309,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,10
Newark Ave,JC032,40.72152515,-74.046304543,City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,10
Grand St,JC102,40.71517767732029,-74.03768330812454,Baldwin at Montgomery,JC020,40.7236589,-74.0641943,10
Manila & 1st,JC082,40.72165072487999,-74.04288411140442,Madison St & 1 St,HB402,40.73879,-74.0393,10
Madison St & 1 St,HB402,40.73879,-74.0393,Manila & 1st,JC082,40.72165072487999,-74.04288411140442,10
Jersey & 3rd,JC074,40.72333158646436,-74.04595255851744,City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,10
5 Corners Library,JC018,40.73496102000952,-74.0595030784607,Heights Elevator,JC059,40.74871594538023,-74.04044330120087,10
Jersey & 3rd,JC074,40.72333158646436,-74.04595255851744,Clinton St & Newark St,HB409,40.73743,-74.03571,10
Monmouth & 6th,JC075,40.72568548362901,-74.04879033565521,Harborside,JC104,40.7192517,-74.034234,10
Clinton St & Newark St,HB409,40.73743,-74.03571,Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,10
Jersey & 3rd,JC074,40.72333158646436,-74.04595255851744,Essex Light Rail,JC038,40.7127742,-74.0364857,10
Pershing Field,JC024,40.742677141,-74.051788633,Grand St & 14 St,HB506,40.75409,-74.0316,10
Morris Canal,JC072,40.7124188237569,-74.03852552175522,Dixon Mills,JC076,40.721630142638354,-74.04996782541275,10
Journal Square,JC103,40.73367,-74.0625,Warren St,JC006,40.7211236,-74.03805095,10
Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,Communipaw & Berry Lane,JC084,40.71435836870427,-74.06661093235016,10
8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,Heights Elevator,JC059,40.74871594538023,-74.04044330120087,10
McGinley Square,JC055,40.7253399253558,-74.06762212514877,Paulus Hook,JC002,40.7141454,-74.0335519,10
Brunswick St,JC023,40.7241765,-74.0506564,Lafayette Park,JC078,40.71346382669195,-74.06285852193832,10
Baldwin at Montgomery,JC020,40.7236589,-74.0641943,Jackson Square,JC063,40.71113,-74.0789,10
Journal Square,JC103,40.73367,-74.0625,Heights Elevator,JC059,40.74871594538023,-74.04044330120087,10
6 St & Grand St,HB302,40.7443978330956,-74.03450086712837,Grove St PATH,JC115,40.71941,-74.04309,10
Christ Hospital,JC034,40.734785818,-74.050443636,City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,10
Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,Adams St & 12 St,HB610,40.751889392240685,-74.03329162748534,10
Morris Canal,JC072,40.7124188237569,-74.03852552175522,Liberty Light Rail,JC052,40.7112423,-74.0557013,10
Lafayette Park,JC078,40.71346382669195,-74.06285852193832,Washington St,JC098,40.7242941,-74.0354826,10
Warren St,JC006,40.7211236,-74.03805095,Lafayette Park,JC078,40.71346382669195,-74.06285852193832,10
Fairmount Ave,JC093,40.72572613742557,-74.07195925712585,City Hall,JC003,40.7177325,-74.043845,10
Exchange Pl,JC116,40.71636596185077,-74.034343957901,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,10
Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,Manila & 1st,JC082,40.72165072487999,-74.04288411140442,10
Essex Light Rail,JC038,40.7127742,-74.0364857,York St & Marin Blvd,JC097,40.716615000830494,-74.0424120426178,10
Newport Pkwy,JC008,40.7287448,-74.0321082,Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,10
Monmouth & 6th,JC075,40.72568548362901,-74.04879033565521,Newport PATH,JC066,40.7272235,-74.0337589,10
Monmouth and 6th,JC075,40.72568548362901,-74.04879033565521,Jersey & 3rd,JC074,40.72333158646436,-74.04595255851744,10
Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,Clinton St & Newark St,HB409,40.73743,-74.03571,10
Bergen Ave,JC095,40.722103786686034,-74.07145500183105,Glenwood Ave,JC094,40.72755146730012,-74.07106071710587,10
Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,Columbus Drive,JC014,40.71835519823214,-74.03891444206238,10
Fairmount Ave,JC093,40.72572613742557,-74.07195925712585,Fairmount Ave,JC093,40.72572613742557,-74.07195925712585,10
Riverview Park,JC057,40.7443187,-74.0439909,4 St & River St,HB611,40.7408139,-74.0274062,10
Christ Hospital,JC034,40.734785818,-74.050443636,Columbus Drive,JC014,40.71835519823214,-74.03891444206238,10
14 St Ferry - 14 St & Shipyard Ln,HB202,40.75296063046496,-74.02435272932053,Newport PATH,JC066,40.7272235,-74.0337589,10
Journal Square,JC103,40.73367,-74.0625,Liberty Light Rail,JC052,40.7112423,-74.0557013,10
Oakland Ave,JC022,40.7376037,-74.0524783,Newport Pkwy,JC008,40.7287448,-74.0321082,10
Oakland Ave,JC022,40.7376037,-74.0524783,Washington St,JC098,40.7242941,-74.0354826,10
Grove St PATH,JC115,40.71941,-74.04309,Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,10
Paulus Hook,JC002,40.7141454,-74.0335519,Monmouth and 6th,JC075,40.72568548362901,-74.04879033565521,10
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Jersey & 6th St,JC027,40.72528910781132,-74.04557168483734,10
McGinley Square,JC055,40.7253399253558,-74.06762212514877,Pershing Field,JC024,40.742677141,-74.051788633,10
Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,Van Vorst Park,JC035,40.71848892,-74.047726625,10
Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,Riverview Park,JC057,40.7443187,-74.0439909,10
Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,Jersey & 6th St,JC027,40.72528910781132,-74.04557168483734,10
7 St & Monroe St,HB304,40.74641264837719,-74.03797701001167,Oakland Ave,JC022,40.7376037,-74.0524783,10
Columbus Drive,JC014,40.71835519823214,-74.03891444206238,Lincoln Park,JC053,40.7246050998869,-74.07840594649315,10
Newport Pkwy,JC008,40.7287448,-74.0321082,Church Sq Park - 5 St & Park Ave,HB601,40.74265933273143,-74.03223305940628,10
Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,Jersey & 6th St,JC027,40.72528910781132,-74.04557168483734,10
Hamilton Park,JC009,40.727595966,-74.044247311,Lafayette Park,JC078,40.71346382669195,-74.06285852193832,10
Exchange Pl,JC116,40.71636596185077,-74.034343957901,McGinley Square,JC055,40.7253399253558,-74.06762212514877,10
Oakland Ave,JC022,40.7376037,-74.0524783,7 St & Monroe St,HB304,40.74641264837719,-74.03797701001167,10
Bloomfield St & 15 St,HB203,40.75453,-74.02658,Manila & 1st,JC082,40.72165072487999,-74.04288411140442,10
Hamilton Park,JC009,40.727595966,-74.044247311,Clinton St & Newark St,HB409,40.73743,-74.03571,10
Oakland Ave,JC022,40.7376037,-74.0524783,Church Sq Park - 5 St & Park Ave,HB601,40.74265933273143,-74.03223305940628,10
Liberty Light Rail,JC052,40.7112423,-74.0557013,Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,10
Riverview Park,JC057,40.7443187,-74.0439909,Columbus Drive,JC014,40.71835519823214,-74.03891444206238,10
Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,Warren St,JC006,40.7211236,-74.03805095,10
Exchange Pl,JC116,40.71636596185077,-74.034343957901,4 St & River St,HB611,40.7408139,-74.0274062,10
Hamilton Park,JC009,40.727595966,-74.044247311,Madison St & 1 St,HB402,40.73879,-74.0393,10
Riverview Park,JC057,40.7443187,-74.0439909,Leonard Gordon Park,JC080,40.74590996631558,-74.0572714805603,10
Exchange Pl,JC116,40.71636596185077,-74.034343957901,Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,10
Bergen Ave,JC095,40.722103786686034,-74.07145500183105,Dey St,JC065,40.737711,-74.066921,10
Exchange Pl,JC116,40.71636596185077,-74.034343957901,Grand St & 14 St,HB506,40.75409,-74.0316,10
McGinley Square,JC055,40.7253399253558,-74.06762212514877,Communipaw & Berry Lane,JC084,40.71435836870427,-74.06661093235016,10
4 St & River St,HB611,40.7408139,-74.0274062,Brunswick St,JC023,40.7241765,-74.0506564,10
York St & Marin Blvd,JC097,40.716615000830494,-74.0424120426178,Montgomery St,JC099,40.71942,-74.05099,10
York St & Marin Blvd,JC097,40.716615000830494,-74.0424120426178,Bloomfield St & 15 St,HB203,40.75453,-74.02658,10
Newport Pkwy,JC008,40.7287448,-74.0321082,Pershing Field,JC024,40.742677141,-74.051788633,10
Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,Exchange Pl,JC116,40.71636596185077,-74.034343957901,10
Hamilton Park,JC009,40.727595966,-74.044247311,Montgomery St,JC099,40.71942,-74.05099,10
4 St & River St,HB611,40.7408139,-74.0274062,2 St & Park Ave,HB608,40.73915272763701,-74.0330819785595,10
Pershing Field,JC024,40.742677141,-74.051788633,Exchange Pl,JC116,40.71636596185077,-74.034343957901,10
Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,Bloomfield St & 15 St,HB203,40.75453,-74.02658,10
Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,Clinton St & Newark St,HB409,40.73743,-74.03571,10
9 St HBLR - Jackson St & 8 St,HB305,40.74790720968899,-74.03841152787209,Columbus Drive,JC014,40.71835519823214,-74.03891444206238,10
Grand St & 14 St,HB506,40.75409,-74.0316,Newark Ave,JC032,40.72152515,-74.046304543,10
Grand St & 14 St,HB506,40.75409,-74.0316,Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,10
4 St & Grand St,HB301,40.7422579775645,-74.03511106967926,Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,10
Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,11 St & Washington St,HB502,40.74998490907138,-74.02715027332306,10
Bergen Ave & Sip Ave,JC109,40.73100888698729,-74.06443700194359,5 Corners Library,JC018,40.73496102000952,-74.0595030784607,9
Heights Elevator,JC059,40.74871594538023,-74.04044330120087,Newark Ave,JC032,40.72152515,-74.046304543,9
Communipaw & Berry Lane,JC084,40.71435836870427,-74.06661093235016,Hilltop,JC019,40.7311689,-74.0575736,9
Newark Ave,JC032,40.72152515,-74.046304543,8 St & Washington St,HB603,40.74598388291562,-74.02819901704788,9
Union St,JC051,40.7182113,-74.0836394,Van Vorst Park,JC035,40.71848892,-74.047726625,9
Baldwin at Montgomery,JC020,40.7236589,-74.0641943,Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,9
Pershing Field,JC024,40.742677141,-74.051788633,Glenwood Ave,JC094,40.72755146730012,-74.07106071710587,9
Bergen Ave,JC095,40.722103786686034,-74.07145500183105,Van Vorst Park,JC035,40.71848892,-74.047726625,9
Monmouth and 6th,JC075,40.72568548362901,-74.04879033565521,Warren St,JC006,40.7211236,-74.03805095,9
York St & Marin Blvd,JC097,40.716615000830494,-74.0424120426178,McGinley Square,JC055,40.7253399253558,-74.06762212514877,9
Astor Place,JC077,40.71928220070702,-74.07126188278198,Astor Place,JC077,40.71928220070702,-74.07126188278198,9
Riverview Park,JC057,40.7443187,-74.0439909,Church Sq Park - 5 St & Park Ave,HB601,40.74265933273143,-74.03223305940628,9
Hamilton Park,JC009,40.727595966,-74.044247311,Marshall St & 2 St,HB408,40.740802,-74.042521,9
Liberty Light Rail,JC052,40.7112423,-74.0557013,McGinley Square,JC055,40.7253399253558,-74.06762212514877,9
Bloomfield St & 15 St,HB203,40.75453,-74.02658,Adams St & 12 St,HB610,40.751889392240685,-74.03329162748534,9
Columbus Drive,JC014,40.71835519823214,-74.03891444206238,Willow Ave & 12 St,HB505,40.7518674823282,-74.03037697076797,9
Hamilton Park,JC009,40.727595966,-74.044247311,Essex Light Rail,JC038,40.7127742,-74.0364857,9
Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,Madison St & 10 St,HB503,40.74994325412246,-74.03586477041245,9
Exchange Pl,JC116,40.71636596185077,-74.034343957901,South Waterfront Walkway - Sinatra Dr & 1 St,HB103,40.73698221818716,-74.02778059244156,9
Leonard Gordon Park,JC080,40.74590996631558,-74.0572714805603,Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,9
Leonard Gordon Park,JC080,40.74590996631558,-74.0572714805603,Riverview Park,JC057,40.7443187,-74.0439909,9
Washington St,JC098,40.7242941,-74.0354826,14 St Ferry - 14 St & Shipyard Ln,HB202,40.75296063046496,-74.02435272932053,9
Hamilton Park,JC009,40.727595966,-74.044247311,Clinton St & 7 St,HB303,40.74542,-74.03332,9
Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,Van Vorst Park,JC035,40.71848892,-74.047726625,9
Christ Hospital,JC034,40.734785818,-74.050443636,5 Corners Library,JC018,40.73496102000952,-74.0595030784607,9
Baldwin at Montgomery,JC020,40.7236589,-74.0641943,Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,9
Montgomery St,JC099,40.71942,-74.05099,Astor Place,JC077,40.71928220070702,-74.07126188278198,9
Marshall St & 2 St,HB408,40.740802,-74.042521,Exchange Pl,JC116,40.71636596185077,-74.034343957901,9
Exchange Pl,JC116,40.71636596185077,-74.034343957901,4 St & Grand St,HB301,40.7422579775645,-74.03511106967926,9
Riverview Park,JC057,40.7443187,-74.0439909,Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,9
4 St & Grand St,HB301,40.7422579775645,-74.03511106967926,Hamilton Park,JC009,40.727595966,-74.044247311,9
Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,Harborside,JC104,40.7192517,-74.034234,9
Bergen Ave & Stegman St,JC108,40.70657545063453,-74.0867006778717,Jackson Square,JC063,40.71113,-74.0789,9
Washington St,JC098,40.7242941,-74.0354826,Church Sq Park - 5 St & Park Ave,HB601,40.74265933273143,-74.03223305940628,9
Warren St,JC006,40.7211236,-74.03805095,Grand St & 14 St,HB506,40.75409,-74.0316,9
Lafayette Park,JC078,40.71346382669195,-74.06285852193832,Newport Pkwy,JC008,40.7287448,-74.0321082,9
Lafayette Park,JC078,40.71346382669195,-74.06285852193832,Paulus Hook,JC002,40.7141454,-74.0335519,9
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Brunswick St,JC023,40.7241765,-74.0506564,9
Adams St & 12 St,HB610,40.751889392240685,-74.03329162748534,Southwest Park - Jackson St & Observer Hwy,HB401,40.73755127245804,-74.04166370630264,9
Warren St,JC006,40.7211236,-74.03805095,Pershing Field,JC024,40.742677141,-74.051788633,9
Oakland Ave,JC022,40.7376037,-74.0524783,Leonard Gordon Park,JC080,40.74590996631558,-74.0572714805603,9
Exchange Pl,JC116,40.71636596185077,-74.034343957901,7 St & Monroe St,HB304,40.74641264837719,-74.03797701001167,9
Exchange Pl,JC116,40.71636596185077,-74.034343957901,Adams St & 12 St,HB610,40.751889392240685,-74.03329162748534,9
Baldwin at Montgomery,JC020,40.7236589,-74.0641943,Fairmount Ave,JC093,40.72572613742557,-74.07195925712585,9
Hamilton Park,JC009,40.727595966,-74.044247311,Pershing Field,JC024,40.742677141,-74.051788633,9
Bergen Ave & Stegman St,JC108,40.70657545063453,-74.0867006778717,Bergen Ave & Stegman St,JC108,40.70657545063453,-74.0867006778717,9
Bergen Ave & Stegman St,JC108,40.70657545063453,-74.0867006778717,Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,9
Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,Heights Elevator,JC059,40.74871594538023,-74.04044330120087,9
Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,9
City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,Jersey & 3rd,JC074,40.72333158646436,-74.04595255851744,9
Glenwood Ave,JC094,40.72755146730012,-74.07106071710587,Bergen Ave,JC095,40.722103786686034,-74.07145500183105,9
Baldwin at Montgomery,JC020,40.7236589,-74.0641943,Warren St,JC006,40.7211236,-74.03805095,9
Lafayette Park,JC078,40.71346382669195,-74.06285852193832,Harborside,JC104,40.7192517,-74.034234,9
14 St Ferry - 14 St & Shipyard Ln,HB202,40.75296063046496,-74.02435272932053,Mama Johnson Field - 4 St & Jackson St,HB404,40.74313993965626,-74.04004096984863,9
Warren St,JC006,40.7211236,-74.03805095,Glenwood Ave,JC094,40.72755146730012,-74.07106071710587,9
Journal Square,JC103,40.73367,-74.0625,Montgomery St,JC099,40.71942,-74.05099,9
14 St Ferry - 14 St & Shipyard Ln,HB202,40.75296063046496,-74.02435272932053,Paulus Hook,JC002,40.7141454,-74.0335519,9
Warren St,JC006,40.7211236,-74.03805095,Hoboken Terminal - Hudson St & Hudson Pl,HB101,40.73593758446329,-74.03030455112457,9
Newark Ave,JC032,40.72152515,-74.046304543,Lincoln Park,JC053,40.7246050998869,-74.07840594649315,9
Adams St & 12 St,HB610,40.751889392240685,-74.03329162748534,Clinton St & Newark St,HB409,40.73743,-74.03571,9
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,Columbus Drive,JC014,40.71835519823214,-74.03891444206238,9
Lincoln Park,JC053,40.7246050998869,-74.07840594649315,Columbus Drive,JC014,40.71835519823214,-74.03891444206238,9
Monroe St & 11 St,HB508,40.7501091128573,-74.036636745998,Stevens - River Ter & 6 St,HB602,40.74313282710551,-74.02698867022991,9
Washington St,JC098,40.7242941,-74.0354826,Willow Ave & 12 St,HB505,40.7518674823282,-74.03037697076797,9
4 St & River St,HB611,40.7408139,-74.0274062,Exchange Pl,JC116,40.71636596185077,-74.034343957901,9
Marin Light Rail,JC013,40.71458403535893,-74.04281705617905,Madison St & 1 St,HB402,40.73879,-74.0393,9
City Hall - Washington St & 1 St,HB105,40.73736,-74.03097,Newark Ave,JC032,40.72152515,-74.046304543,9
McGinley Square,JC055,40.7253399253558,-74.06762212514877,Union St,JC051,40.7182113,-74.0836394,9
Journal Square,JC103,40.73367,-74.0625,Glenwood Ave,JC094,40.72755146730012,-74.07106071710587,9
Warren St,JC006,40.7211236,-74.03805095,Adams St & 2 St,HB407,40.73981372311843,-74.03690412640572,9
Warren St,JC006,40.7211236,-74.03805095,Baldwin at Montgomery,JC020,40.7236589,-74.0641943,9
Hoboken Terminal - River St & Hudson Pl,HB102,40.7360676564825,-74.02912706136703,McGinley Square,JC055,40.7253399253558,-74.06762212514877,9
Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,7 St & Monroe St,HB304,40.74641264837719,-74.03797701001167,9
Brunswick & 6th,JC081,40.72601172964625,-74.05038893222809,Columbus Park - Clinton St & 9 St,HB501,40.74816121065146,-74.0324530005455,9
6 St & Grand St,HB302,40.7443978330956,-74.03450086712837,Adams St & 12 St,HB610,40.751889392240685,-74.03329162748534,9
Willow Ave & 12 St,HB505,40.7518674823282,-74.03037697076797,Hoboken Ave at Monmouth St,JC105,40.73520838045357,-74.04696375131607,9
12 St & Sinatra Dr N,HB201,40.75060414236896,-74.02402013540268,Columbus Drive,JC014,40.71835519823214,-74.03891444206238,9
Dixon Mills,JC076,40.721630142638354,-74.04996782541275,Pershing Field,JC024,40.742677141,-74.051788633,9
Van Vorst Park,JC035,40.71848892,-74.047726625,Hilltop,JC019,40.7311689,-74.0575736,9
